TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
1475,698,2023,2,Couples,44,5.0
1476,887,2025,10,Solo,90,2.2
1477,35,2023,3,Business,83,5.0
1478,522,2023,7,Couples,67,3.7
1479,46,2025,10,Business,83,2.8
1480,135,2025,10,Family,55,3.8
1481,849,2024,5,Solo,28,3.6
1482,306,2024,4,Family,28,4.5
1483,887,2023,1,Family,39,2.9
1484,156,2023,1,Couples,74,4.4
1485,455,2025,12,Family,72,3.0
1486,214,2022,11,Solo,37,3.3
1487,86,2024,8,Family,94,5.0
1488,560,2023,3,Friends,99,3.8
1489,545,2022,12,Solo,44,2.4
1490,917,2024,12,Couples,2,3.8
1491,204,2025,3,Family,44,3.4
1492,188,2022,11,Friends,11,3.0
1493,768,2025,4,Couples,72,3.8
1494,889,2025,5,Couples,43,3.9
1495,803,2023,2,Friends,23,3.9
1496,932,2022,3,Solo,67,3.6
1497,851,2025,5,Couples,2,4.2
1498,54,2024,4,Couples,74,4.1
1499,703,2023,7,Business,25,4.0
1500,889,2024,6,Business,26,5.0
1501,677,2022,9,Couples,77,3.2
1502,566,2025,7,Friends,86,3.2
1503,144,2022,9,Couples,90,3.3
1504,222,2025,10,Couples,52,4.6
1505,541,2024,8,Business,19,3.7
1506,739,2023,5,Solo,96,3.7
1507,160,2025,4,Couples,96,3.8
1508,210,2023,3,Family,1,3.5
1509,774,2023,8,Friends,50,4.8
1510,808,2025,7,Family,34,3.5
1511,155,2023,12,Friends,78,4.3
1512,420,2025,3,Couples,7,5.0
1513,536,2023,8,Business,86,3.5
1514,203,2022,6,Friends,32,4.3
1515,309,2025,8,Friends,51,4.3
1516,103,2024,5,Friends,64,3.8
1517,245,2022,4,Couples,49,3.7
1518,706,2023,5,Solo,100,3.8
1519,786,2022,10,Solo,32,3.5
1520,265,2025,8,Couples,88,3.8
1521,531,2025,9,Family,63,4.2
1522,46,2024,5,Family,46,3.5
1523,3,2022,7,Family,28,3.1
1524,114,2024,11,Family,5,4.3
1525,715,2024,10,Solo,59,4.1
1526,621,2022,1,Couples,89,3.5
1527,16,2023,8,Friends,44,3.1
1528,824,2025,2,Couples,64,4.6
1529,568,2025,7,Family,32,3.3
1530,673,2022,7,Couples,87,3.8
1531,898,2023,11,Business,13,4.2
1532,78,2022,8,Business,30,2.3
1533,998,2023,2,Couples,26,4.8
1534,940,2024,11,Family,89,4.3
1535,272,2024,1,Business,38,4.6
1536,638,2024,12,Family,60,4.0
1537,103,2023,6,Family,98,3.3
1538,701,2025,1,Couples,8,4.0
1539,463,2025,9,Solo,100,3.7
1540,439,2023,5,Solo,51,4.1
1541,540,2022,7,Business,84,2.5
1542,580,2023,6,Solo,98,4.3
1543,690,2023,12,Couples,87,4.8
1544,949,2022,1,Family,25,4.7
1545,759,2023,11,Family,38,4.5
1546,822,2022,4,Couples,30,4.9
1547,492,2025,6,Friends,100,2.8
1548,201,2025,10,Family,89,3.3
1549,768,2025,3,Solo,12,4.0
1550,897,2024,4,Family,29,4.7
1551,784,2025,5,Couples,63,5.0
1552,121,2023,6,Couples,79,3.9
1553,497,2022,11,Business,20,5.0
1554,385,2023,11,Friends,13,3.4
1555,518,2023,3,Friends,97,4.2
1556,87,2025,3,Family,68,3.5
1557,57,2025,8,Business,98,4.7
1558,758,2022,4,Family,19,3.1
1559,818,2023,1,Friends,80,3.7
1560,274,2025,12,Friends,66,3.0
1561,822,2022,12,Solo,26,4.7
1562,695,2023,8,Family,54,3.8
1563,81,2025,6,Friends,18,4.3
1564,911,2025,12,Friends,53,2.6
1565,360,2023,6,Family,70,4.0
1566,677,2023,3,Couples,43,4.1
1567,967,2025,12,Friends,34,3.2
1568,855,2022,2,Friends,96,4.3
1569,303,2022,5,Family,58,4.0
1570,755,2025,12,Business,21,4.1
1571,822,2025,8,Family,10,3.5
1572,251,2023,4,Friends,23,4.3
1573,582,2024,3,Business,28,3.4
1574,664,2022,1,Family,17,3.0
1575,633,2024,2,Family,60,2.4
1576,321,2025,8,Family,27,5.0
1577,403,2025,7,Solo,59,3.7
1578,369,2022,1,Solo,39,4.5
1579,267,2025,11,Friends,10,5.0
1580,430,2023,12,Family,52,4.0
1581,154,2023,11,Family,55,2.9
1582,581,2023,5,Friends,74,3.5
1583,899,2023,9,Business,95,4.1
1584,938,2023,4,Family,34,4.2
1585,173,2022,10,Couples,75,3.0
1586,162,2023,2,Solo,73,3.3
1587,206,2022,12,Family,40,4.0
1588,328,2022,5,Couples,65,2.6
1589,901,2025,11,Family,24,4.5
1590,911,2025,8,Business,51,5.0
1591,515,2022,9,Business,65,4.6
1592,318,2022,9,Solo,13,4.5
1593,89,2025,4,Family,47,3.8
1594,134,2025,12,Family,27,4.7
1595,176,2023,1,Family,67,3.8
1596,369,2023,6,Friends,67,4.5
1597,460,2022,10,Solo,54,3.7
1598,288,2025,6,Family,75,3.3
1599,851,2025,6,Business,70,3.9
1600,545,2025,4,Solo,77,3.2
1601,659,2025,11,Solo,43,4.8
1602,362,2024,4,Solo,3,3.3
1603,176,2023,8,Couples,67,5.0
1604,752,2023,3,Family,13,3.8
1605,412,2023,2,Family,21,3.4
1606,526,2024,8,Family,89,3.2
1607,279,2024,12,Couples,95,4.2
1608,550,2024,9,Couples,83,4.3
1609,372,2022,11,Friends,87,4.6
1610,128,2024,5,Solo,83,4.1
1611,506,2023,10,Friends,14,3.3
1612,846,2022,4,Couples,56,4.3
1613,248,2024,4,Business,17,4.2
1614,752,2022,10,Friends,62,3.7
1615,413,2025,12,Family,78,4.7
1616,397,2024,2,Family,46,4.2
1617,464,2023,9,Family,79,3.8
1618,972,2022,4,Friends,100,3.5
1619,149,2024,8,Business,27,4.2
1620,322,2023,1,Couples,12,3.3
1621,580,2023,11,Family,37,3.9
1622,235,2024,1,Solo,56,4.4
1623,941,2025,2,Family,27,4.0
1624,899,2023,1,Solo,91,3.8
1625,115,2023,6,Friends,7,4.5
1626,555,2022,9,Couples,91,4.3
1627,221,2025,5,Family,96,3.1
1628,568,2024,9,Family,93,4.7
1629,131,2025,11,Family,90,3.6
1630,246,2024,11,Couples,16,4.3
1631,895,2022,10,Business,55,4.2
1632,876,2025,10,Friends,22,4.1
1633,923,2024,9,Family,39,3.4
1634,467,2024,2,Friends,50,3.2
1635,928,2025,7,Couples,96,3.7
1636,43,2023,11,Solo,51,3.7
1637,868,2022,3,Couples,63,2.5
1638,986,2025,7,Solo,71,4.6
1639,67,2023,7,Business,10,4.9
1640,697,2025,6,Couples,91,4.2
1641,638,2023,1,Business,27,2.1
1642,771,2024,12,Business,91,4.2
1643,927,2022,6,Business,10,3.6
1644,855,2022,6,Friends,76,3.7
1645,881,2023,7,Family,49,3.9
1646,16,2023,6,Family,94,3.3
1647,133,2024,2,Family,56,4.2
1648,981,2024,5,Friends,60,3.7
1649,826,2023,5,Friends,20,4.2
1650,971,2022,6,Friends,54,3.2
1651,304,2025,6,Business,54,3.4
1652,852,2024,12,Solo,13,2.9
1653,154,2023,4,Friends,53,3.6
1654,16,2025,12,Business,91,4.2
1655,266,2024,5,Couples,25,3.4
1656,132,2023,4,Couples,68,5.0
1657,30,2025,5,Family,45,3.4
1658,584,2023,1,Couples,48,2.3
1659,230,2022,7,Solo,80,3.4
1660,175,2025,12,Family,67,3.6
1661,973,2024,6,Family,48,3.6
1662,511,2025,5,Couples,20,3.3
1663,220,2022,7,Couples,69,3.8
1664,680,2023,12,Family,82,3.2
1665,878,2024,7,Business,38,3.9
1666,812,2024,2,Friends,31,3.5
1667,209,2024,4,Family,61,4.0
1668,446,2025,7,Friends,13,5.0
1669,53,2025,12,Solo,90,3.5
1670,802,2023,4,Couples,87,3.1
1671,35,2025,1,Family,75,4.7
1672,999,2024,3,Couples,48,4.2
1673,455,2025,2,Business,92,2.8
1674,474,2025,3,Business,76,2.5
1675,963,2023,2,Family,91,4.5
1676,426,2023,10,Friends,84,4.1
1677,341,2024,4,Business,58,4.0
1678,958,2025,10,Family,91,5.0
1679,474,2025,1,Friends,100,3.2
1680,770,2024,12,Couples,65,3.7
1681,662,2024,1,Couples,18,2.6
1682,171,2022,2,Family,85,3.1
1683,572,2024,6,Family,88,4.3
1684,578,2023,2,Couples,40,4.6
1685,237,2023,10,Business,87,3.8
1686,792,2024,9,Friends,34,4.4
1687,818,2024,4,Couples,4,4.4
1688,344,2024,11,Solo,28,4.5
1689,930,2022,6,Couples,81,3.7
1690,606,2024,9,Friends,47,4.3
1691,899,2024,3,Family,32,3.0
1692,101,2024,2,Friends,66,3.5
1693,599,2024,5,Solo,74,3.8
1694,178,2025,8,Family,35,3.6
1695,202,2025,7,Couples,66,4.6
1696,369,2024,5,Family,29,4.3
1697,353,2025,10,Friends,8,3.7
1698,949,2023,3,Friends,39,4.3
1699,21,2023,4,Couples,73,4.3
1700,605,2024,6,Friends,83,3.1
1701,333,2023,5,Family,26,3.8
1702,795,2025,2,Couples,71,3.0
1703,397,2025,9,Solo,81,2.1
1704,175,2022,10,Couples,3,3.1
1705,547,2024,2,Friends,14,3.9
1706,452,2024,11,Family,36,3.7
1707,495,2024,5,Family,33,4.2
1708,142,2025,12,Family,86,4.0
1709,10,2022,2,Couples,24,3.1
1710,698,2023,5,Business,13,5.0
1711,307,2024,4,Family,36,3.5
1712,330,2025,5,Couples,50,4.0
1713,709,2025,9,Family,88,3.7
1714,75,2024,12,Couples,3,3.0
1715,741,2024,2,Friends,6,5.0
1716,387,2023,4,Family,72,3.9
1717,735,2022,10,Couples,89,4.6
1718,873,2025,5,Family,71,4.8
1719,642,2023,12,Family,99,4.2
1720,59,2025,7,Solo,9,3.9
1721,834,2024,8,Family,75,4.2
1722,107,2022,5,Family,34,3.3
1723,147,2024,2,Family,71,2.7
1724,428,2023,4,Solo,9,4.7
1725,348,2025,9,Business,50,3.8
1726,273,2025,2,Business,9,2.8
1727,265,2025,6,Solo,30,3.7
1728,483,2022,9,Couples,36,4.1
1729,644,2022,4,Family,78,3.1
1730,141,2023,11,Couples,68,3.2
1731,504,2023,8,Business,14,4.3
1732,71,2022,3,Family,76,3.5
1733,874,2024,10,Solo,100,3.9
1734,669,2023,10,Family,51,3.8
1735,16,2025,2,Family,65,4.4
1736,32,2024,10,Family,80,3.2
1737,618,2025,12,Family,63,3.5
1738,755,2023,12,Family,57,4.5
1739,854,2022,12,Family,26,3.8
1740,910,2025,7,Couples,2,4.6
1741,869,2025,9,Friends,33,2.8
1742,743,2022,8,Friends,77,4.6
1743,954,2022,3,Family,18,3.4
1744,215,2025,10,Friends,25,3.3
1745,344,2023,1,Friends,66,4.2
1746,944,2024,10,Couples,40,3.8
1747,935,2025,7,Couples,63,4.2
1748,692,2022,10,Family,16,4.3
1749,794,2022,4,Family,28,2.1
1750,122,2025,6,Solo,57,3.3
1751,569,2025,4,Couples,54,3.7
1752,698,2023,6,Solo,98,4.9
1753,764,2023,5,Business,15,5.0
1754,859,2025,12,Family,99,4.1
1755,1,2025,4,Friends,41,3.6
1756,151,2024,7,Business,60,3.6
1757,30,2022,7,Friends,89,3.1
1758,800,2025,4,Business,56,4.2
1759,916,2025,5,Business,79,3.8
1760,249,2023,3,Couples,94,4.4
1761,852,2025,4,Couples,92,4.4
1762,297,2024,2,Family,52,4.2
1763,646,2023,8,Family,74,5.0
1764,999,2022,5,Couples,66,4.2
1765,714,2024,2,Solo,43,4.3
1766,354,2023,5,Couples,35,4.1
1767,895,2024,4,Family,87,3.3
1768,913,2023,3,Couples,19,5.0
1769,494,2025,7,Family,47,3.6
1770,29,2025,1,Solo,70,2.4
1771,920,2023,9,Couples,57,3.4
1772,548,2025,11,Family,37,2.9
1773,159,2023,1,Couples,73,4.3
1774,302,2023,11,Family,59,4.9
1775,120,2023,5,Business,56,3.3
1776,648,2025,8,Business,8,3.4
1777,763,2022,7,Family,16,3.3
1778,753,2025,2,Solo,27,3.2
1779,993,2025,3,Solo,26,4.2
1780,8,2022,1,Business,38,2.6
1781,579,2023,8,Family,46,3.6
1782,39,2024,4,Solo,92,3.2
1783,77,2024,5,Family,84,3.0
1784,378,2023,3,Couples,54,3.8
1785,857,2025,7,Family,18,3.4
1786,653,2023,4,Friends,16,3.5
1787,578,2024,7,Solo,99,4.2
1788,14,2023,3,Couples,4,4.6
1789,740,2024,7,Business,34,3.8
1790,409,2024,8,Family,60,4.0
1791,142,2023,6,Friends,54,4.8
1792,465,2025,7,Couples,80,3.5
1793,124,2024,4,Couples,73,4.9
1794,561,2022,2,Solo,100,4.3
1795,98,2022,7,Couples,72,3.1
1796,948,2022,3,Couples,23,4.3
1797,801,2022,3,Couples,46,3.8
1798,322,2022,2,Friends,39,3.6
1799,443,2022,8,Business,32,3.2
1800,722,2025,9,Family,64,5.0
1801,41,2025,4,Family,100,4.2
1802,671,2024,10,Couples,88,4.5
1803,136,2022,12,Couples,55,3.8
1804,295,2022,6,Family,15,4.6
1805,728,2025,5,Couples,72,3.1
1806,201,2025,7,Friends,99,2.4
1807,595,2023,11,Business,48,3.2
1808,834,2025,6,Family,64,5.0
1809,768,2022,6,Family,73,3.9
1810,967,2025,6,Friends,75,4.6
1811,627,2023,12,Couples,39,3.6
1812,803,2024,4,Business,51,4.3
1813,985,2023,5,Couples,13,4.5
1814,787,2024,2,Family,23,4.4
1815,99,2023,5,Solo,51,4.4
1816,239,2022,5,Family,88,4.7
1817,561,2024,8,Solo,38,3.8
1818,852,2022,2,Couples,33,5.0
1819,106,2022,8,Solo,3,4.0
1820,2,2022,1,Couples,50,4.5
1821,180,2022,8,Solo,85,4.8
1822,813,2024,2,Family,44,3.7
1823,281,2024,12,Couples,27,2.3
1824,659,2022,9,Couples,6,3.9
1825,933,2022,9,Business,27,3.1
1826,245,2023,2,Solo,44,4.4
1827,386,2023,6,Couples,56,3.3
1828,525,2025,1,Friends,71,3.2
1829,651,2025,3,Solo,70,4.6
1830,987,2024,5,Friends,42,3.4
1831,873,2025,10,Family,27,3.9
1832,502,2025,10,Solo,92,3.4
1833,695,2023,4,Friends,81,3.5
1834,415,2024,12,Couples,6,3.9
1835,565,2024,4,Family,99,3.5
1836,271,2024,8,Couples,96,3.3
1837,286,2023,2,Friends,70,2.6
1838,497,2025,1,Couples,85,3.3
1839,552,2023,8,Couples,24,3.2
1840,566,2022,1,Friends,53,4.2
1841,444,2023,1,Couples,90,4.6
1842,478,2023,8,Couples,60,3.8
1843,851,2023,6,Friends,25,3.3
1844,314,2022,9,Friends,94,2.7
1845,832,2025,8,Couples,98,3.8
1846,880,2022,7,Couples,68,3.6
1847,974,2022,12,Couples,40,4.9
1848,808,2023,4,Friends,38,4.6
1849,926,2024,3,Solo,19,3.5
1850,294,2025,5,Couples,16,4.6
1851,609,2022,12,Solo,6,2.9
1852,157,2023,3,Friends,4,3.8
1853,657,2025,10,Couples,35,3.6
1854,853,2025,12,Solo,85,3.6
1855,5,2022,2,Family,73,3.1
1856,1000,2025,8,Couples,24,2.6
1857,44,2025,3,Couples,57,4.2
1858,466,2024,9,Friends,40,2.7
1859,532,2022,1,Couples,77,3.4
1860,719,2024,6,Couples,36,4.0
1861,550,2025,10,Couples,35,4.2
1862,500,2024,7,Business,59,4.1
1863,517,2025,11,Business,68,3.5
1864,162,2023,8,Couples,86,5.0
1865,423,2024,4,Couples,26,4.5
1866,96,2023,8,Couples,6,4.4
1867,795,2024,9,Friends,71,3.9
1868,146,2024,3,Friends,12,3.8
1869,345,2023,10,Family,10,3.3
1870,937,2024,5,Family,9,2.9
1871,73,2024,8,Couples,72,3.0
1872,673,2024,3,Family,96,2.5
1873,562,2023,8,Friends,47,3.7
1874,346,2023,12,Family,81,2.8
1875,432,2022,3,Couples,19,3.3
1876,881,2025,10,Friends,58,3.7
1877,13,2023,10,Business,26,4.1
1878,3,2024,10,Family,91,4.7
1879,685,2025,7,Business,22,3.2
1880,60,2025,5,Family,73,4.6
1881,567,2024,8,Couples,80,3.5
1882,429,2024,7,Couples,73,4.1
1883,581,2022,12,Solo,56,4.0
1884,190,2024,5,Solo,12,3.9
1885,38,2025,6,Solo,85,2.7
1886,742,2022,1,Business,60,3.2
1887,146,2024,5,Friends,57,3.4
1888,314,2024,5,Solo,3,3.2
1889,758,2022,7,Family,83,4.8
1890,219,2024,4,Family,91,2.5
1891,27,2023,1,Couples,46,4.4
1892,79,2025,6,Family,77,4.1
1893,450,2023,11,Couples,90,4.3
1894,814,2025,12,Solo,43,3.6
1895,48,2025,1,Couples,70,3.6
1896,812,2022,6,Couples,81,5.0
1897,743,2023,4,Family,94,2.7
1898,902,2024,6,Family,13,3.4
1899,756,2023,10,Family,100,3.4
1900,894,2022,2,Family,65,3.4
1901,610,2022,6,Friends,43,3.9
1902,575,2024,9,Couples,19,4.6
1903,619,2025,9,Solo,92,3.5
1904,167,2025,8,Solo,90,3.1
1905,271,2023,1,Friends,7,2.8
1906,722,2023,5,Couples,56,3.9
1907,258,2022,9,Solo,92,4.5
1908,43,2023,1,Family,65,4.3
1909,144,2023,2,Friends,28,2.1
1910,827,2024,2,Couples,69,2.6
1911,586,2025,5,Family,7,3.9
1912,24,2022,10,Friends,26,2.9
1913,378,2022,5,Family,10,3.4
1914,583,2023,8,Business,48,5.0
1915,598,2024,9,Couples,23,3.4
1916,555,2025,3,Friends,7,3.4
1917,300,2025,7,Family,39,3.6
1918,776,2023,8,Couples,45,3.2
1919,828,2023,11,Couples,2,3.9
1920,780,2025,7,Friends,96,3.9
1921,217,2023,4,Family,4,3.9
1922,871,2024,1,Business,34,3.2
1923,431,2022,6,Business,91,3.6
1924,270,2022,4,Family,78,4.1
1925,975,2023,10,Couples,32,4.5
1926,635,2023,12,Friends,88,3.8
1927,193,2025,7,Couples,33,4.1
1928,811,2022,3,Family,89,4.2
1929,920,2025,3,Family,11,4.9
1930,865,2025,8,Family,96,2.8
1931,339,2025,12,Solo,70,3.6
1932,982,2025,10,Family,42,3.8
1933,669,2022,1,Family,80,4.2
1934,565,2022,8,Solo,85,3.3
1935,873,2022,1,Friends,64,4.6
1936,377,2023,2,Family,70,5.0
1937,761,2022,12,Solo,5,4.4
1938,189,2025,12,Couples,16,3.0
1939,95,2025,3,Couples,34,4.8
1940,506,2022,4,Solo,46,3.0
1941,458,2022,9,Couples,22,3.6
1942,757,2023,6,Couples,65,3.9
1943,814,2022,6,Couples,5,3.6
1944,620,2023,3,Family,80,3.4
1945,645,2023,9,Business,11,4.2
1946,715,2024,5,Couples,96,4.4
1947,788,2025,2,Family,98,3.9
1948,169,2022,9,Business,59,5.0
1949,787,2024,5,Business,14,3.8
1950,528,2022,7,Solo,14,4.2
1951,725,2025,8,Solo,15,4.6
1952,627,2023,6,Solo,69,3.7
1953,775,2023,2,Solo,7,3.8
1954,297,2022,11,Friends,14,3.3
1955,704,2024,5,Friends,29,4.0
1956,960,2023,8,Couples,22,3.6
1957,985,2022,10,Business,56,3.9
1958,80,2023,2,Family,50,4.9
1959,977,2025,2,Solo,7,3.5
1960,44,2023,4,Business,99,2.5
1961,18,2024,4,Family,93,4.1
1962,563,2025,4,Couples,19,2.9
1963,141,2023,2,Friends,62,4.7
1964,33,2025,2,Business,74,2.7
1965,313,2025,9,Family,19,3.8
1966,772,2022,12,Family,5,4.8
1967,117,2024,7,Business,61,3.0
1968,511,2024,12,Family,82,4.2
1969,522,2025,2,Family,71,4.1
1970,30,2024,12,Family,82,3.8
1971,660,2023,3,Solo,49,3.4
1972,100,2025,7,Couples,61,4.3
1973,424,2025,7,Business,59,4.5
1974,548,2022,10,Couples,32,4.0
1975,521,2024,2,Solo,75,4.3
1976,235,2024,12,Couples,75,3.6
1977,224,2025,12,Business,25,3.6
1978,930,2023,2,Couples,100,3.0
1979,389,2023,11,Solo,20,3.6
1980,678,2025,10,Business,55,3.6
1981,849,2024,3,Couples,22,4.6
1982,420,2023,9,Family,70,3.1
1983,844,2023,8,Solo,61,3.9
1984,409,2023,5,Business,69,3.1
1985,8,2024,4,Family,9,4.1
1986,371,2022,3,Solo,15,4.3
1987,211,2025,1,Family,57,3.6
1988,335,2024,7,Solo,10,3.7
1989,387,2022,11,Family,18,4.0
1990,847,2022,7,Family,10,3.9
1991,541,2025,10,Business,96,3.4
1992,963,2022,2,Friends,85,3.9
1993,591,2022,6,Friends,57,2.8
1994,723,2025,12,Friends,26,3.8
1995,220,2023,12,Solo,14,4.1
1996,564,2022,8,Solo,63,4.8
1997,807,2022,12,Family,41,3.4
1998,865,2022,1,Solo,18,4.1
1999,496,2023,4,Family,74,3.3
2000,145,2024,1,Couples,95,2.8
2001,125,2024,5,Friends,22,3.1
2002,625,2022,4,Solo,32,3.3
2003,962,2023,4,Business,90,5.0
2004,845,2024,12,Couples,91,4.0
2005,207,2025,9,Couples,46,2.9
2006,259,2024,12,Friends,98,2.0
2007,241,2022,12,Business,7,3.5
2008,307,2025,8,Business,88,2.4
2009,691,2025,4,Business,63,4.0
2010,483,2022,3,Family,79,3.7
2011,412,2023,1,Family,74,4.6
2012,963,2025,9,Couples,69,3.7
2013,664,2022,5,Business,44,3.7
2014,533,2024,5,Solo,60,4.1
2015,245,2022,1,Solo,6,2.0
2016,290,2024,3,Solo,56,4.0
2017,6,2024,4,Family,6,4.4
2018,864,2024,10,Business,10,2.9
2019,988,2025,5,Family,30,3.7
2020,499,2024,7,Friends,22,3.7
2021,272,2024,12,Family,20,4.2
2022,453,2024,2,Friends,11,2.9
2023,676,2024,12,Business,48,2.3
2024,654,2022,5,Business,63,3.8
2025,463,2024,1,Friends,58,3.9
2026,234,2025,11,Solo,42,4.0
2027,893,2024,3,Couples,73,4.5
2028,858,2025,8,Couples,8,5.0
2029,944,2023,6,Friends,30,4.3
2030,304,2022,8,Business,4,4.2
2031,198,2025,5,Couples,47,4.3
2032,340,2022,5,Family,28,3.8
2033,86,2023,5,Solo,82,3.3
2034,895,2025,6,Business,28,4.3
2035,788,2023,7,Business,82,3.5
2036,785,2022,2,Family,48,4.3
2037,223,2022,2,Business,3,5.0
2038,55,2022,8,Solo,58,3.8
2039,797,2024,10,Couples,23,4.5
2040,301,2024,5,Family,67,4.1
2041,267,2023,3,Business,86,5.0
2042,512,2025,11,Couples,83,3.8
2043,38,2022,5,Couples,43,4.5
2044,715,2025,7,Couples,81,2.6
2045,158,2022,9,Couples,21,3.6
2046,627,2022,3,Family,8,4.2
2047,951,2024,4,Solo,30,3.1
2048,438,2023,7,Business,48,4.2
2049,122,2025,7,Business,16,3.5
2050,375,2024,12,Friends,35,3.3
2051,958,2023,4,Solo,51,2.9
2052,570,2025,2,Business,39,4.2
2053,564,2024,6,Solo,86,2.7
2054,850,2022,9,Friends,23,3.7
2055,647,2023,1,Couples,41,4.4
2056,142,2022,10,Solo,20,4.7
2057,988,2023,5,Friends,63,3.2
2058,808,2025,9,Friends,27,4.5
2059,113,2024,5,Family,52,4.2
2060,31,2025,5,Business,61,4.1
2061,610,2024,7,Business,34,3.4
2062,112,2025,1,Couples,29,4.3
2063,690,2025,2,Couples,90,3.6
2064,506,2025,12,Couples,10,4.5
2065,12,2025,3,Solo,75,4.0
2066,705,2022,4,Couples,42,3.6
2067,691,2025,12,Business,91,4.2
2068,247,2025,11,Couples,82,4.8
2069,847,2024,6,Family,99,4.3
2070,154,2025,4,Family,92,3.4
2071,46,2022,12,Couples,35,3.6
2072,273,2023,6,Friends,10,2.9
2073,565,2025,4,Family,1,4.0
2074,578,2022,12,Couples,19,3.8
2075,493,2024,4,Business,22,3.2
2076,381,2022,7,Family,40,4.4
2077,530,2023,11,Friends,41,2.9
2078,254,2024,9,Couples,73,4.1
2079,446,2025,6,Business,26,3.7
2080,792,2024,9,Couples,27,3.2
2081,378,2022,3,Friends,12,4.7
2082,631,2022,4,Friends,40,3.9
2083,925,2025,12,Family,62,3.8
2084,217,2023,2,Couples,65,4.1
2085,886,2025,11,Business,37,4.4
2086,899,2022,8,Business,71,5.0
2087,477,2022,10,Family,50,3.8
2088,232,2025,4,Couples,14,3.6
2089,940,2022,1,Couples,98,3.9
2090,649,2023,1,Friends,28,3.3
2091,333,2023,6,Solo,55,3.2
2092,877,2024,12,Couples,81,4.2
2093,508,2024,4,Couples,81,5.0
2094,351,2024,2,Couples,4,4.9
2095,906,2022,4,Family,94,3.7
2096,178,2025,11,Family,21,4.0
2097,332,2022,3,Couples,30,4.3
2098,892,2025,6,Couples,15,3.6
2099,186,2023,1,Family,46,5.0
2100,695,2023,6,Couples,2,3.8
2101,925,2024,7,Business,67,4.3
2102,228,2022,2,Friends,87,4.1
2103,722,2025,11,Friends,62,5.0
2104,684,2025,6,Solo,10,4.2
2105,34,2024,6,Couples,96,4.3
2106,24,2024,10,Family,88,5.0
2107,327,2023,12,Family,74,4.0
2108,339,2023,10,Solo,68,1.9
2109,632,2024,9,Friends,55,4.5
2110,527,2023,5,Family,37,4.9
2111,352,2022,9,Couples,21,3.7
2112,260,2022,10,Business,43,4.5
2113,492,2024,5,Friends,55,5.0
2114,211,2025,3,Solo,39,3.9
2115,762,2022,2,Family,57,3.8
2116,954,2023,7,Couples,30,2.4
2117,69,2023,4,Couples,35,3.9
2118,424,2022,6,Couples,29,4.6
2119,881,2025,4,Couples,69,4.1
2120,326,2022,8,Couples,55,3.2
2121,379,2024,4,Friends,34,3.1
2122,259,2022,3,Solo,30,3.5
2123,416,2022,9,Couples,42,3.2
2124,992,2024,8,Friends,31,2.7
2125,537,2025,10,Business,36,2.3
2126,400,2023,8,Solo,16,3.7
2127,759,2023,1,Business,75,4.1
2128,476,2023,1,Business,45,4.4
2129,904,2025,11,Solo,40,3.8
2130,586,2022,12,Couples,36,3.6
2131,313,2024,2,Friends,74,3.4
2132,593,2024,5,Friends,10,3.7
2133,828,2022,12,Family,31,4.2
2134,794,2025,4,Solo,51,4.3
2135,643,2022,9,Friends,14,3.0
2136,187,2024,2,Couples,81,3.6
2137,637,2023,10,Couples,66,3.2
2138,793,2022,9,Couples,44,4.5
2139,236,2022,5,Family,26,3.2
2140,543,2025,7,Solo,19,3.0
2141,862,2025,3,Family,85,3.6
2142,399,2023,12,Family,94,3.3
2143,824,2022,2,Couples,23,3.8
2144,162,2022,1,Friends,75,3.6
2145,450,2022,5,Couples,98,5.0
2146,786,2024,5,Couples,53,3.6
2147,287,2023,1,Business,91,3.1
2148,181,2022,2,Family,85,4.3
2149,260,2023,4,Family,77,3.1
2150,923,2024,1,Couples,60,4.5
2151,851,2022,8,Couples,52,3.5
2152,196,2025,4,Friends,45,3.6
2153,865,2022,1,Solo,71,3.4
2154,66,2025,7,Business,9,3.6
2155,749,2024,8,Family,43,2.9
2156,155,2025,1,Family,15,4.3
2157,848,2023,2,Couples,15,3.9
2158,410,2025,7,Couples,86,3.1
2159,905,2025,12,Friends,20,4.0
2160,916,2025,12,Family,60,3.5
2161,753,2025,3,Couples,17,4.6
2162,879,2023,2,Business,11,3.7
2163,196,2022,12,Couples,17,3.5
2164,264,2023,8,Couples,55,3.5
2165,671,2025,4,Friends,48,4.8
2166,597,2022,10,Couples,13,3.6
2167,238,2024,7,Family,22,4.2
2168,842,2023,10,Solo,39,4.3
2169,197,2023,2,Couples,65,4.0
2170,657,2024,9,Solo,79,3.2
2171,296,2024,3,Solo,84,4.2
2172,813,2024,2,Business,52,2.3
2173,168,2025,11,Friends,14,4.0
2174,217,2023,1,Friends,66,3.9
2175,152,2025,8,Business,91,4.8
2176,148,2024,1,Couples,16,4.8
2177,1000,2022,7,Solo,44,3.6
2178,337,2022,4,Family,98,4.7
2179,684,2022,4,Business,4,3.4
2180,289,2025,1,Family,84,4.0
2181,802,2022,8,Business,91,3.8
2182,785,2025,3,Family,21,3.1
2183,491,2024,10,Friends,92,4.0
2184,637,2023,7,Solo,44,5.0
2185,275,2025,6,Couples,76,3.7
2186,989,2024,12,Solo,21,3.2
