TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,Continent,Country_x,City_x,City_y,Country_y,AttractionType,Attraction,AttractionAddress,VisitSeason,UserAverageRating,AttractionAverageRating
2217,249,2022,8,Couples,74,4.7,Asia,Thailand,Bangkok,Sydney,Australia,Historical Site,Sydney Historical Site 74,"Main Road, Sydney",Summer,4.075,4.0487179487179485
2218,457,2024,11,Family,46,4.3,South America,Chile,Santiago,Jaipur,India,Shopping,Jaipur Shopping 46,"Main Road, Jaipur",Autumn,3.8600000000000003,3.7113636363636364
2219,996,2024,6,Family,26,3.4,Australia,New Zealand,Auckland,Rome,Italy,Temple,Rome Temple 26,"Main Road, Rome",Summer,3.575,3.829310344827586
2220,995,2024,3,Business,73,3.4,Australia,Australia,Melbourne,Queenstown,New Zealand,Shopping,Queenstown Shopping 73,"Main Road, Queenstown",Spring,4.466666666666666,3.7816666666666667
2221,683,2024,2,Family,12,4.0,Africa,Kenya,Nairobi,New York,USA,Historical Site,New York Historical Site 12,"Main Road, New York",Winter,3.875,3.8160714285714286
2222,813,2024,7,Solo,86,3.8,Asia,Thailand,Bangkok,Cape Town,South Africa,Historical Site,Cape Town Historical Site 86,"Main Road, Cape Town",Summer,3.5625,3.6799999999999997
2223,227,2025,4,Couples,23,3.5,Africa,Egypt,Cairo,Los Angeles,USA,Adventure,Los Angeles Adventure 23,"Main Road, Los Angeles",Spring,3.325,3.919047619047619
2224,40,2023,1,Family,54,3.8,Africa,South Africa,Cape Town,Rio de Janeiro,Brazil,Shopping,Rio de Janeiro Shopping 54,"Main Road, Rio de Janeiro",Winter,3.6,3.7326086956521736
2225,119,2025,2,Friends,50,2.7,South America,Chile,Santiago,Cancun,Mexico,Historical Site,Cancun Historical Site 50,"Main Road, Cancun",Winter,3.0125,3.5078947368421054
2226,45,2023,6,Friends,9,3.5,North America,Mexico,Cancun,Nice,France,Adventure,Nice Adventure 9,"Main Road, Nice",Summer,3.8428571428571425,3.709803921568627
2227,234,2023,5,Couples,35,3.9,South America,Brazil,Rio de Janeiro,Paris,France,Beach,Paris Beach 35,"Main Road, Paris",Spring,3.557142857142857,3.728
2228,36,2024,5,Business,90,3.7,Asia,Japan,Tokyo,Nice,France,Temple,Nice Temple 90,"Main Road, Nice",Spring,4.06,3.7215686274509805
2229,402,2023,8,Family,1,3.0,North America,Mexico,Mexico City,Berlin,Germany,Wildlife,Berlin Wildlife 1,"Main Road, Berlin",Summer,3.5666666666666664,3.782051282051282
2230,574,2024,5,Solo,1,4.5,North America,Canada,Toronto,Berlin,Germany,Wildlife,Berlin Wildlife 1,"Main Road, Berlin",Spring,4.116666666666666,3.782051282051282
2231,992,2023,4,Couples,84,3.8,Europe,France,Nice,Singapore,Singapore,Temple,Singapore Temple 84,"Main Road, Singapore",Spring,3.8857142857142857,3.7846153846153845
2232,219,2023,11,Solo,10,3.2,Australia,New Zealand,Auckland,Toronto,Canada,Wildlife,Toronto Wildlife 10,"Main Road, Toronto",Autumn,3.6100000000000003,3.8257575757575757
2233,587,2022,1,Solo,6,4.2,North America,Mexico,Cancun,Johannesburg,South Africa,Museum,Johannesburg Museum 6,"Main Road, Johannesburg",Winter,3.88,3.8461538461538463
2234,830,2022,8,Family,83,3.6,Australia,New Zealand,Auckland,Melbourne,Australia,Wildlife,Melbourne Wildlife 83,"Main Road, Melbourne",Summer,4.225,3.851282051282051
2235,930,2025,9,Couples,22,4.7,North America,Canada,Toronto,Melbourne,Australia,Adventure,Melbourne Adventure 22,"Main Road, Melbourne",Autumn,3.966666666666667,3.8629629629629627
2236,906,2022,2,Solo,45,3.3,South America,Argentina,Buenos Aires,Cairo,Egypt,Park,Cairo Park 45,"Main Road, Cairo",Winter,3.875,3.852830188679245
2237,645,2025,2,Friends,10,3.6,Europe,France,Paris,Toronto,Canada,Wildlife,Toronto Wildlife 10,"Main Road, Toronto",Winter,4.05,3.8257575757575757
2238,345,2022,8,Business,64,2.8,Africa,Kenya,Nairobi,Madrid,Spain,Beach,Madrid Beach 64,"Main Road, Madrid",Summer,3.6714285714285713,3.8058823529411763
2239,160,2022,8,Family,70,4.1,Australia,New Zealand,Auckland,Sydney,Australia,Beach,Sydney Beach 70,"Main Road, Sydney",Summer,3.775,3.7588235294117647
2240,283,2022,12,Business,8,3.2,North America,USA,Los Angeles,Las Vegas,USA,Museum,Las Vegas Museum 8,"Main Road, Las Vegas",Winter,3.3333333333333335,3.716279069767442
2241,967,2023,6,Couples,47,4.8,Australia,New Zealand,Queenstown,New York,USA,Historical Site,New York Historical Site 47,"Main Road, New York",Summer,3.8857142857142857,3.9181818181818184
2242,131,2025,4,Family,14,2.8,North America,USA,New York,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 14,"Main Road, Sao Paulo",Spring,3.6,3.788235294117647
2243,720,2025,9,Couples,5,4.6,Africa,South Africa,Johannesburg,Santiago,Chile,Adventure,Santiago Adventure 5,"Main Road, Santiago",Autumn,3.84,3.691111111111111
2244,617,2024,12,Business,90,2.7,North America,Mexico,Cancun,Nice,France,Temple,Nice Temple 90,"Main Road, Nice",Winter,3.2285714285714286,3.7215686274509805
2245,895,2024,1,Business,55,4.2,South America,Chile,Santiago,Mumbai,India,Wildlife,Mumbai Wildlife 55,"Main Road, Mumbai",Winter,3.7714285714285714,3.6921568627450982
2246,627,2023,5,Business,53,3.6,Africa,Kenya,Mombasa,Milan,Italy,Shopping,Milan Shopping 53,"Main Road, Milan",Spring,3.95,3.685106382978723
2247,787,2022,7,Family,1,1.8,Asia,Thailand,Bangkok,Berlin,Germany,Wildlife,Berlin Wildlife 1,"Main Road, Berlin",Summer,3.6555555555555554,3.782051282051282
2248,327,2023,6,Solo,57,4.1,Asia,Japan,Tokyo,Queenstown,New Zealand,Beach,Queenstown Beach 57,"Main Road, Queenstown",Summer,4.016666666666667,3.8095238095238093
2249,241,2025,4,Family,77,3.5,South America,Brazil,Rio de Janeiro,Rome,Italy,Temple,Rome Temple 77,"Main Road, Rome",Spring,3.533333333333333,3.836734693877551
2250,640,2023,11,Couples,45,4.1,Asia,Thailand,Pattaya,Cairo,Egypt,Park,Cairo Park 45,"Main Road, Cairo",Autumn,3.9666666666666663,3.852830188679245
2251,993,2022,12,Solo,93,4.3,Asia,India,Mumbai,Auckland,New Zealand,Adventure,Auckland Adventure 93,"Main Road, Auckland",Winter,3.975,3.7888888888888888
2252,7,2023,3,Family,30,4.5,South America,Argentina,Buenos Aires,Cape Town,South Africa,Museum,Cape Town Museum 30,"Main Road, Cape Town",Spring,3.6166666666666667,3.811111111111111
2253,568,2023,2,Business,73,4.2,North America,Canada,Vancouver,Queenstown,New Zealand,Shopping,Queenstown Shopping 73,"Main Road, Queenstown",Winter,3.72,3.7816666666666667
2254,38,2024,9,Family,62,5.0,Africa,Kenya,Nairobi,Buenos Aires,Argentina,Park,Buenos Aires Park 62,"Main Road, Buenos Aires",Autumn,3.7,3.8065217391304347
2255,961,2025,3,Couples,62,2.3,South America,Chile,Santiago,Buenos Aires,Argentina,Park,Buenos Aires Park 62,"Main Road, Buenos Aires",Spring,3.625,3.8065217391304347
2256,808,2022,9,Family,81,2.3,Africa,Egypt,Luxor,Luxor,Egypt,Park,Luxor Park 81,"Main Road, Luxor",Autumn,3.75,3.8309090909090906
2257,473,2022,6,Business,100,3.9,Europe,France,Nice,Mombasa,Kenya,Wildlife,Mombasa Wildlife 100,"Main Road, Mombasa",Summer,4.3,3.75
2258,302,2022,1,Friends,38,3.5,Europe,Italy,Venice,Luxor,Egypt,Museum,Luxor Museum 38,"Main Road, Luxor",Winter,3.9555555555555557,3.784313725490196
2259,292,2024,4,Business,74,3.2,South America,Argentina,Buenos Aires,Sydney,Australia,Historical Site,Sydney Historical Site 74,"Main Road, Sydney",Spring,3.457142857142857,4.0487179487179485
2260,925,2023,1,Business,56,4.1,Africa,South Africa,Cape Town,Madrid,Spain,Historical Site,Madrid Historical Site 56,"Main Road, Madrid",Winter,3.9272727272727277,3.892156862745098
2261,385,2022,3,Friends,63,3.9,South America,Chile,Santiago,Madrid,Spain,Shopping,Madrid Shopping 63,"Main Road, Madrid",Spring,3.8499999999999996,3.8245283018867924
2262,224,2025,6,Couples,33,4.9,Asia,Thailand,Phuket,New York,USA,Historical Site,New York Historical Site 33,"Main Road, New York",Summer,3.38,3.8160000000000003
2263,366,2024,7,Friends,4,3.8,South America,Chile,Santiago,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Summer,3.94,3.96
2264,586,2024,4,Friends,99,4.0,Asia,Thailand,Phuket,Toronto,Canada,Adventure,Toronto Adventure 99,"Main Road, Toronto",Spring,3.75,3.735416666666667
2265,460,2022,10,Couples,65,3.2,North America,Mexico,Cancun,Vancouver,Canada,Museum,Vancouver Museum 65,"Main Road, Vancouver",Autumn,3.45,3.9294117647058826
2266,598,2023,9,Solo,26,4.0,Asia,Thailand,Phuket,Rome,Italy,Temple,Rome Temple 26,"Main Road, Rome",Autumn,3.25,3.829310344827586
2267,756,2024,6,Couples,63,4.2,Asia,India,Goa,Madrid,Spain,Shopping,Madrid Shopping 63,"Main Road, Madrid",Summer,4.1,3.8245283018867924
2268,587,2025,3,Couples,87,4.8,North America,Mexico,Cancun,Vancouver,Canada,Park,Vancouver Park 87,"Main Road, Vancouver",Spring,3.88,3.881818181818182
2269,419,2025,6,Solo,36,4.1,Asia,Thailand,Bangkok,Singapore,Singapore,Beach,Singapore Beach 36,"Main Road, Singapore",Summer,3.95,3.7410714285714284
2270,774,2023,6,Couples,57,2.9,Australia,Australia,Melbourne,Queenstown,New Zealand,Beach,Queenstown Beach 57,"Main Road, Queenstown",Summer,3.8666666666666667,3.8095238095238093
2271,241,2023,5,Solo,74,3.8,South America,Brazil,Rio de Janeiro,Sydney,Australia,Historical Site,Sydney Historical Site 74,"Main Road, Sydney",Spring,3.533333333333333,4.0487179487179485
2272,883,2025,8,Couples,19,5.0,Europe,Italy,Rome,Auckland,New Zealand,Park,Auckland Park 19,"Main Road, Auckland",Summer,3.975,3.689583333333333
2273,347,2023,11,Family,48,3.2,Asia,Thailand,Pattaya,Nairobi,Kenya,Adventure,Nairobi Adventure 48,"Main Road, Nairobi",Autumn,3.65,3.845833333333333
2274,773,2023,8,Friends,53,2.5,South America,Argentina,Buenos Aires,Milan,Italy,Shopping,Milan Shopping 53,"Main Road, Milan",Summer,3.28,3.685106382978723
2275,519,2023,5,Family,22,3.8,Africa,Kenya,Nairobi,Melbourne,Australia,Adventure,Melbourne Adventure 22,"Main Road, Melbourne",Spring,3.4599999999999995,3.8629629629629627
2276,74,2024,2,Family,5,3.7,North America,Canada,Toronto,Santiago,Chile,Adventure,Santiago Adventure 5,"Main Road, Santiago",Winter,3.822222222222222,3.691111111111111
2277,991,2023,6,Family,21,4.2,Europe,Italy,Venice,Luxor,Egypt,Temple,Luxor Temple 21,"Main Road, Luxor",Summer,4.733333333333333,3.8267857142857147
2278,606,2025,7,Solo,19,3.4,North America,USA,Las Vegas,Auckland,New Zealand,Park,Auckland Park 19,"Main Road, Auckland",Summer,3.7600000000000002,3.689583333333333
2279,949,2024,1,Solo,93,3.3,South America,Brazil,Sao Paulo,Auckland,New Zealand,Adventure,Auckland Adventure 93,"Main Road, Auckland",Winter,3.95,3.7888888888888888
2280,63,2024,3,Couples,98,3.6,Africa,South Africa,Cape Town,Mombasa,Kenya,Adventure,Mombasa Adventure 98,"Main Road, Mombasa",Spring,4.14,4.017543859649122
2281,633,2022,7,Couples,24,3.5,Asia,Singapore,Singapore,Nairobi,Kenya,Museum,Nairobi Museum 24,"Main Road, Nairobi",Summer,3.4499999999999997,3.8804878048780487
2282,504,2025,11,Friends,33,5.0,Australia,Australia,Sydney,New York,USA,Historical Site,New York Historical Site 33,"Main Road, New York",Autumn,3.8200000000000003,3.8160000000000003
2283,169,2022,2,Friends,12,3.5,South America,Argentina,Buenos Aires,New York,USA,Historical Site,New York Historical Site 12,"Main Road, New York",Winter,3.966666666666667,3.8160714285714286
2284,42,2024,4,Couples,98,4.2,Asia,Singapore,Singapore,Mombasa,Kenya,Adventure,Mombasa Adventure 98,"Main Road, Mombasa",Spring,4.3,4.017543859649122
2285,934,2023,9,Family,32,3.6,Africa,Kenya,Nairobi,Buenos Aires,Argentina,Shopping,Buenos Aires Shopping 32,"Main Road, Buenos Aires",Autumn,3.4714285714285715,3.812244897959184
2286,404,2024,9,Family,20,4.8,Australia,Australia,Melbourne,Vancouver,Canada,Wildlife,Vancouver Wildlife 20,"Main Road, Vancouver",Autumn,4.2,3.775
2287,15,2025,1,Couples,98,4.3,Australia,New Zealand,Auckland,Mombasa,Kenya,Adventure,Mombasa Adventure 98,"Main Road, Mombasa",Winter,4.211111111111111,4.017543859649122
2288,277,2022,3,Couples,5,3.5,Asia,Singapore,Singapore,Santiago,Chile,Adventure,Santiago Adventure 5,"Main Road, Santiago",Spring,3.733333333333333,3.691111111111111
2289,369,2025,9,Friends,48,3.9,Australia,New Zealand,Queenstown,Nairobi,Kenya,Adventure,Nairobi Adventure 48,"Main Road, Nairobi",Autumn,4.35,3.845833333333333
2290,865,2025,7,Friends,21,3.6,Africa,Egypt,Cairo,Luxor,Egypt,Temple,Luxor Temple 21,"Main Road, Luxor",Summer,3.9785714285714286,3.8267857142857147
2291,121,2023,2,Family,15,4.3,South America,Argentina,Buenos Aires,Jaipur,India,Historical Site,Jaipur Historical Site 15,"Main Road, Jaipur",Winter,4.116666666666666,3.8632653061224493
2292,540,2025,8,Family,100,3.3,Asia,Japan,Kyoto,Mombasa,Kenya,Wildlife,Mombasa Wildlife 100,"Main Road, Mombasa",Summer,3.0749999999999997,3.75
2293,563,2022,9,Friends,43,3.6,Europe,Germany,Munich,Cape Town,South Africa,Shopping,Cape Town Shopping 43,"Main Road, Cape Town",Autumn,3.357142857142857,3.772
2294,12,2022,2,Family,81,3.1,Asia,India,Jaipur,Luxor,Egypt,Park,Luxor Park 81,"Main Road, Luxor",Winter,3.7399999999999998,3.8309090909090906
2295,209,2024,1,Couples,35,2.8,Europe,Germany,Berlin,Paris,France,Beach,Paris Beach 35,"Main Road, Paris",Winter,3.7857142857142856,3.728
2296,915,2022,3,Solo,42,3.9,Australia,New Zealand,Auckland,Singapore,Singapore,Wildlife,Singapore Wildlife 42,"Main Road, Singapore",Spring,3.7,3.706382978723404
2297,581,2025,3,Solo,52,3.9,Africa,South Africa,Johannesburg,Mombasa,Kenya,Shopping,Mombasa Shopping 52,"Main Road, Mombasa",Spring,4.0,3.9035087719298245
2298,49,2022,9,Friends,18,3.1,South America,Argentina,Buenos Aires,Madrid,Spain,Historical Site,Madrid Historical Site 18,"Main Road, Madrid",Autumn,3.725,3.7285714285714286
2299,517,2025,11,Family,89,5.0,Africa,Egypt,Cairo,Sydney,Australia,Park,Sydney Park 89,"Main Road, Sydney",Autumn,3.8499999999999996,3.811764705882353
2300,727,2025,8,Couples,11,2.4,South America,Chile,Santiago,Pattaya,Thailand,Beach,Pattaya Beach 11,"Main Road, Pattaya",Summer,2.9,3.7121951219512193
2301,533,2022,10,Business,20,3.1,Europe,Spain,Madrid,Vancouver,Canada,Wildlife,Vancouver Wildlife 20,"Main Road, Vancouver",Autumn,3.811111111111111,3.775
2302,940,2023,5,Friends,62,2.8,Africa,Kenya,Mombasa,Buenos Aires,Argentina,Park,Buenos Aires Park 62,"Main Road, Buenos Aires",Spring,3.988888888888889,3.8065217391304347
2303,378,2024,1,Family,4,4.0,South America,Argentina,Buenos Aires,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Winter,3.6454545454545455,3.96
2304,367,2022,7,Family,12,3.0,Australia,New Zealand,Queenstown,New York,USA,Historical Site,New York Historical Site 12,"Main Road, New York",Summer,3.6624999999999996,3.8160714285714286
2305,532,2025,6,Business,66,3.4,Africa,South Africa,Johannesburg,Kyoto,Japan,Historical Site,Kyoto Historical Site 66,"Main Road, Kyoto",Summer,3.525,3.8181818181818183
2306,20,2023,1,Family,36,4.4,Europe,Germany,Berlin,Singapore,Singapore,Beach,Singapore Beach 36,"Main Road, Singapore",Winter,4.5,3.7410714285714284
2307,242,2022,11,Friends,3,3.1,North America,USA,Las Vegas,Rio de Janeiro,Brazil,Adventure,Rio de Janeiro Adventure 3,"Main Road, Rio de Janeiro",Autumn,3.4000000000000004,3.791111111111111
2308,886,2024,7,Family,1,3.2,Africa,Kenya,Nairobi,Berlin,Germany,Wildlife,Berlin Wildlife 1,"Main Road, Berlin",Summer,3.3200000000000003,3.782051282051282
2309,212,2022,11,Couples,87,4.1,North America,Canada,Toronto,Vancouver,Canada,Park,Vancouver Park 87,"Main Road, Vancouver",Autumn,4.34,3.881818181818182
2310,246,2022,9,Family,4,4.4,Africa,Egypt,Cairo,Buenos Aires,Argentina,Temple,Buenos Aires Temple 4,"Main Road, Buenos Aires",Autumn,3.5799999999999996,3.96
2311,694,2025,2,Couples,64,3.7,Europe,Spain,Barcelona,Madrid,Spain,Beach,Madrid Beach 64,"Main Road, Madrid",Winter,3.6,3.8058823529411763
2312,276,2024,8,Family,16,3.8,Asia,Thailand,Bangkok,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 16,"Main Road, Sao Paulo",Summer,3.6333333333333333,3.932758620689655
2313,578,2023,9,Family,99,3.9,Africa,South Africa,Johannesburg,Toronto,Canada,Adventure,Toronto Adventure 99,"Main Road, Toronto",Autumn,4.125,3.735416666666667
2314,190,2023,6,Family,34,2.4,Europe,France,Paris,Mombasa,Kenya,Temple,Mombasa Temple 34,"Main Road, Mombasa",Summer,3.266666666666667,3.764
2315,276,2022,4,Family,50,3.8,Asia,Thailand,Bangkok,Cancun,Mexico,Historical Site,Cancun Historical Site 50,"Main Road, Cancun",Spring,3.6333333333333333,3.5078947368421054
2316,427,2024,12,Couples,62,4.7,North America,USA,Los Angeles,Buenos Aires,Argentina,Park,Buenos Aires Park 62,"Main Road, Buenos Aires",Winter,3.84,3.8065217391304347
2317,959,2023,7,Couples,2,2.6,Australia,New Zealand,Auckland,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 2,"Main Road, Sao Paulo",Summer,3.9,3.727272727272727
2318,894,2023,8,Couples,51,3.7,Africa,South Africa,Cape Town,Mexico City,Mexico,Temple,Mexico City Temple 51,"Main Road, Mexico City",Summer,3.88,3.861290322580645
2319,933,2024,7,Solo,53,4.0,Europe,Germany,Berlin,Milan,Italy,Shopping,Milan Shopping 53,"Main Road, Milan",Summer,3.5714285714285716,3.685106382978723
2320,993,2022,3,Solo,54,4.4,Asia,India,Mumbai,Rio de Janeiro,Brazil,Shopping,Rio de Janeiro Shopping 54,"Main Road, Rio de Janeiro",Spring,3.975,3.7326086956521736
2321,612,2022,2,Friends,95,3.3,Africa,Kenya,Mombasa,Singapore,Singapore,Park,Singapore Park 95,"Main Road, Singapore",Winter,3.483333333333333,3.819607843137255
2322,453,2022,10,Family,41,3.0,Europe,Italy,Rome,Vancouver,Canada,Beach,Vancouver Beach 41,"Main Road, Vancouver",Autumn,3.22,3.7526315789473683
2323,670,2025,5,Couples,77,4.6,Australia,Australia,Sydney,Rome,Italy,Temple,Rome Temple 77,"Main Road, Rome",Spring,3.6666666666666665,3.836734693877551
2324,212,2022,7,Friends,84,3.9,North America,Canada,Toronto,Singapore,Singapore,Temple,Singapore Temple 84,"Main Road, Singapore",Summer,4.34,3.7846153846153845
2325,892,2023,10,Business,32,4.9,North America,Mexico,Cancun,Buenos Aires,Argentina,Shopping,Buenos Aires Shopping 32,"Main Road, Buenos Aires",Autumn,4.133333333333334,3.812244897959184
2326,984,2025,7,Family,95,4.5,Europe,France,Paris,Singapore,Singapore,Park,Singapore Park 95,"Main Road, Singapore",Summer,4.125,3.819607843137255
2327,713,2024,4,Family,21,5.0,Asia,Thailand,Pattaya,Luxor,Egypt,Temple,Luxor Temple 21,"Main Road, Luxor",Spring,3.757142857142857,3.8267857142857147
2328,381,2024,3,Friends,11,4.0,South America,Brazil,Rio de Janeiro,Pattaya,Thailand,Beach,Pattaya Beach 11,"Main Road, Pattaya",Spring,3.742857142857143,3.7121951219512193
2329,445,2022,1,Solo,87,4.7,North America,Canada,Vancouver,Vancouver,Canada,Park,Vancouver Park 87,"Main Road, Vancouver",Winter,3.56,3.881818181818182
2330,698,2022,1,Family,54,3.4,South America,Argentina,Buenos Aires,Rio de Janeiro,Brazil,Shopping,Rio de Janeiro Shopping 54,"Main Road, Rio de Janeiro",Winter,4.220000000000001,3.7326086956521736
2331,718,2022,11,Friends,14,2.6,Asia,Japan,Tokyo,Sao Paulo,Brazil,Historical Site,Sao Paulo Historical Site 14,"Main Road, Sao Paulo",Autumn,3.4,3.788235294117647
2332,813,2024,8,Couples,13,4.5,Asia,Thailand,Bangkok,Auckland,New Zealand,Wildlife,Auckland Wildlife 13,"Main Road, Auckland",Summer,3.5625,3.8711864406779664
2333,565,2022,9,Couples,51,3.9,Africa,South Africa,Johannesburg,Mexico City,Mexico,Temple,Mexico City Temple 51,"Main Road, Mexico City",Autumn,3.3875,3.861290322580645
2334,526,2025,11,Couples,3,3.4,Africa,Kenya,Nairobi,Rio de Janeiro,Brazil,Adventure,Rio de Janeiro Adventure 3,"Main Road, Rio de Janeiro",Autumn,3.6,3.791111111111111
2335,691,2024,10,Family,42,2.5,Africa,South Africa,Johannesburg,Singapore,Singapore,Wildlife,Singapore Wildlife 42,"Main Road, Singapore",Autumn,3.7333333333333334,3.706382978723404
2336,998,2025,7,Friends,48,3.8,North America,USA,Los Angeles,Nairobi,Kenya,Adventure,Nairobi Adventure 48,"Main Road, Nairobi",Summer,3.84,3.845833333333333
2337,33,2023,4,Couples,3,3.7,Europe,Germany,Munich,Rio de Janeiro,Brazil,Adventure,Rio de Janeiro Adventure 3,"Main Road, Rio de Janeiro",Spring,3.56,3.791111111111111
2338,657,2022,4,Solo,17,4.7,Australia,Australia,Melbourne,Buenos Aires,Argentina,Wildlife,Buenos Aires Wildlife 17,"Main Road, Buenos Aires",Spring,3.988888888888889,3.9155555555555552
2339,436,2024,3,Business,27,3.2,South America,Brazil,Rio de Janeiro,Nairobi,Kenya,Temple,Nairobi Temple 27,"Main Road, Nairobi",Spring,3.88,3.6843137254901963
2340,650,2025,6,Friends,29,3.1,South America,Argentina,Buenos Aires,Santiago,Chile,Wildlife,Santiago Wildlife 29,"Main Road, Santiago",Summer,3.8200000000000003,3.7943396226415094
2341,21,2022,12,Friends,24,3.4,South America,Argentina,Buenos Aires,Nairobi,Kenya,Museum,Nairobi Museum 24,"Main Road, Nairobi",Winter,4.15,3.8804878048780487
2342,246,2023,1,Family,73,3.1,Africa,Egypt,Cairo,Queenstown,New Zealand,Shopping,Queenstown Shopping 73,"Main Road, Queenstown",Winter,3.5799999999999996,3.7816666666666667
2343,805,2025,10,Business,83,3.8,Europe,Germany,Munich,Melbourne,Australia,Wildlife,Melbourne Wildlife 83,"Main Road, Melbourne",Autumn,3.825,3.851282051282051
2344,748,2023,10,Friends,37,3.3,North America,Canada,Toronto,Mumbai,India,Historical Site,Mumbai Historical Site 37,"Main Road, Mumbai",Autumn,3.625,3.752173913043478
2345,733,2024,5,Friends,88,5.0,South America,Argentina,Buenos Aires,Tokyo,Japan,Shopping,Tokyo Shopping 88,"Main Road, Tokyo",Spring,3.875,3.901818181818182
2346,904,2022,1,Couples,96,3.2,Africa,Kenya,Nairobi,Cancun,Mexico,Adventure,Cancun Adventure 96,"Main Road, Cancun",Winter,4.0600000000000005,3.5860000000000003
2347,277,2023,2,Couples,24,4.0,Asia,Singapore,Singapore,Nairobi,Kenya,Museum,Nairobi Museum 24,"Main Road, Nairobi",Winter,3.733333333333333,3.8804878048780487
2348,492,2024,8,Business,57,4.6,Africa,Egypt,Cairo,Queenstown,New Zealand,Beach,Queenstown Beach 57,"Main Road, Queenstown",Summer,3.966666666666667,3.8095238095238093
2349,308,2023,3,Friends,95,3.8,Europe,Spain,Madrid,Singapore,Singapore,Park,Singapore Park 95,"Main Road, Singapore",Spring,4.057142857142857,3.819607843137255
2350,751,2023,3,Friends,52,4.4,Australia,New Zealand,Queenstown,Mombasa,Kenya,Shopping,Mombasa Shopping 52,"Main Road, Mombasa",Spring,4.1375,3.9035087719298245
2351,167,2022,11,Family,8,4.5,Australia,New Zealand,Queenstown,Las Vegas,USA,Museum,Las Vegas Museum 8,"Main Road, Las Vegas",Autumn,3.9,3.716279069767442
2352,945,2023,8,Business,29,3.5,South America,Argentina,Buenos Aires,Santiago,Chile,Wildlife,Santiago Wildlife 29,"Main Road, Santiago",Summer,3.733333333333333,3.7943396226415094
2353,693,2025,6,Couples,34,4.1,Europe,France,Nice,Mombasa,Kenya,Temple,Mombasa Temple 34,"Main Road, Mombasa",Summer,3.9333333333333336,3.764
2354,547,2025,8,Friends,70,4.4,Europe,Italy,Rome,Sydney,Australia,Beach,Sydney Beach 70,"Main Road, Sydney",Summer,4.0,3.7588235294117647
2355,762,2024,7,Solo,61,3.3,Asia,Singapore,Singapore,Sydney,Australia,Shopping,Sydney Shopping 61,"Main Road, Sydney",Summer,3.433333333333333,3.8000000000000003
2356,790,2024,6,Friends,32,2.8,South America,Brazil,Sao Paulo,Buenos Aires,Argentina,Shopping,Buenos Aires Shopping 32,"Main Road, Buenos Aires",Summer,3.3999999999999995,3.812244897959184
2357,271,2024,6,Friends,44,4.8,Europe,Germany,Munich,Rio de Janeiro,Brazil,Temple,Rio de Janeiro Temple 44,"Main Road, Rio de Janeiro",Summer,3.8125,3.825
2358,34,2022,4,Couples,100,3.8,Europe,Italy,Venice,Mombasa,Kenya,Wildlife,Mombasa Wildlife 100,"Main Road, Mombasa",Spring,4.1,3.75
2359,220,2022,11,Friends,19,4.3,North America,Canada,Toronto,Auckland,New Zealand,Park,Auckland Park 19,"Main Road, Auckland",Autumn,4.12,3.689583333333333
2360,515,2024,12,Couples,91,4.4,South America,Brazil,Rio de Janeiro,Singapore,Singapore,Historical Site,Singapore Historical Site 91,"Main Road, Singapore",Winter,3.8444444444444446,3.924137931034483
2361,582,2023,7,Friends,47,3.1,Australia,New Zealand,Queenstown,New York,USA,Historical Site,New York Historical Site 47,"Main Road, New York",Summer,3.8333333333333335,3.9181818181818184
2362,81,2022,1,Family,51,3.9,Asia,Singapore,Singapore,Mexico City,Mexico,Temple,Mexico City Temple 51,"Main Road, Mexico City",Winter,3.96,3.861290322580645
2363,896,2025,9,Family,90,3.8,North America,Mexico,Mexico City,Nice,France,Temple,Nice Temple 90,"Main Road, Nice",Autumn,3.6,3.7215686274509805
2364,629,2023,2,Couples,67,3.4,Europe,Italy,Rome,Auckland,New Zealand,Historical Site,Auckland Historical Site 67,"Main Road, Auckland",Winter,3.3,3.736842105263158
2365,714,2025,11,Couples,66,5.0,Africa,Egypt,Cairo,Kyoto,Japan,Historical Site,Kyoto Historical Site 66,"Main Road, Kyoto",Autumn,4.08,3.8181818181818183
2366,105,2023,12,Family,19,4.2,Asia,India,Goa,Auckland,New Zealand,Park,Auckland Park 19,"Main Road, Auckland",Winter,3.75,3.689583333333333
2367,527,2024,5,Friends,85,4.4,Europe,Spain,Barcelona,Rome,Italy,Historical Site,Rome Historical Site 85,"Main Road, Rome",Spring,4.040000000000001,3.8607843137254902
2368,893,2023,1,Solo,33,5.0,Africa,South Africa,Cape Town,New York,USA,Historical Site,New York Historical Site 33,"Main Road, New York",Winter,4.3,3.8160000000000003
2369,554,2025,8,Friends,94,3.5,Europe,Germany,Berlin,Melbourne,Australia,Temple,Melbourne Temple 94,"Main Road, Melbourne",Summer,3.866666666666667,3.6732142857142853
